Conjunctival congestion,10/1325,0/20,9/1237,1/108,9/1120,1/225,10/1299,0/46,10/1320,0/25
"",(0.8),,(0.7),,(0.8),,(0.8),,(0.8),
"",,(0),,(0.9),,(0.4),,(0),,(0)
Nasal congestion,72/1281,1/18,66/1195,7/104,62/1079,11/220,67/1253,6/46,73/1275,0/24
"",(5.6),,(5.5),,(5.7),,(5.3),,(5.7),
"",,(5.6),,(6.7),,(5),,(13.0),,(0)
"",(56.9),(83.3),(57.1),(58.9),(57),(58.6),(57.1),(62.1),(56.9),(76.7)
Female,670/1554,4/24,621/1449,53/129,564/1312,110/266,652/1520,22/58,667/1548,7/30
"",(43.1),(16.7),(42.9),(41.1),(43),(41.4),(42.9),(37.9),(43.1),
"",,,,,,,,,,(23.3)
Smoking status,,,,,,,,,,
Never/unknown,1458/156,21/24,1368/1460,111/130,1232/1321,247/269,1426/1531,53/59,1453/1560,26/30
"",6 (93.1),(87.5),(93.7),(85.4),(93.3),(91.8),(93.1),(89.8),(93.1),(86.7)
Former/current,108/1566,3/24,92/1460,19/130,89/1321,22/269,105/1531,6/59,107/1560,4/30
"",(6.9),(12.5),(6.3),(14.6),(6.7),(8.2),(6.9),,(6.9),
"",,,,,,,,(10.2),,(13.3)
Symptoms,,,,,,,,,,
Fever,1331/151,20/23,1239/1412,112/124,1113/1273,238/263,1308/1482,43/54,1328/1507,23/29
"",3 (88),,(87.7),(90.3),(87.4),(90.5),(88.3),(79.6),(88.1),(79.3)
"",,(87.0),,,,,,,,
Conjunctival congestion,10/1325,0/20,9/1237,1/108,9/1120,1/225,10/1299,0/46,10/1320,0/25
"",(0.8),,(0.7),,(0.8),,(0.8),,(0.8),
"",,(0),,(0.9),,(0.4),,(0),,(0)
Nasal congestion,72/1281,1/18,66/1195,7/104,62/1079,11/220,67/1253,6/46,73/1275,0/24
"",(5.6),,(5.5),,(5.7),,(5.3),,(5.7),
"",,(5.6),,(6.7),,(5),,(13.0),,(0)
"",(56.9),(83.3),(57.1),(58.9),(57),(58.6),(57.1),(62.1),(56.9),(76.7)
Female,670/1554,4/24,621/1449,53/129,564/1312,110/266,652/1520,22/58,667/1548,7/30
"",(43.1),(16.7),(42.9),(41.1),(43),(41.4),(42.9),(37.9),(43.1),
"",,,,,,,,,,(23.3)
Smoking status,,,,,,,,,,
Never/unknown,1458/156,21/24,1368/1460,111/130,1232/1321,247/269,1426/1531,53/59,1453/1560,26/30
"",6 (93.1),(87.5),(93.7),(85.4),(93.3),(91.8),(93.1),(89.8),(93.1),(86.7)
Former/current,108/1566,3/24,92/1460,19/130,89/1321,22/269,105/1531,6/59,107/1560,4/30
"",(6.9),(12.5),(6.3),(14.6),(6.7),(8.2),(6.9),,(6.9),
"",,,,,,,,(10.2),,(13.3)
Symptoms,,,,,,,,,,
Fever,1331/151,20/23,1239/1412,112/124,1113/1273,238/263,1308/1482,43/54,1328/1507,23/29
"",3 (88),,(87.7),(90.3),(87.4),(90.5),(88.3),(79.6),(88.1),(79.3)
"",,(87.0),,,,,,,,
Conjunctival congestion,10/1325,0/20,9/1237,1/108,9/1120,1/225,10/1299,0/46,10/1320,0/25
"",(0.8),,(0.7),,(0.8),,(0.8),,(0.8),
"",,(0),,(0.9),,(0.4),,(0),,(0)
Nasal congestion,72/1281,1/18,66/1195,7/104,62/1079,11/220,67/1253,6/46,73/1275,0/24
"",(5.6),,(5.5),,(5.7),,(5.3),,(5.7),
"",,(5.6),,(6.7),,(5),,(13.0),,(0)
"",(56.9),(83.3),(57.1),(58.9),(57),(58.6),(57.1),(62.1),(56.9),(76.7)
Female,670/1554,4/24,621/1449,53/129,564/1312,110/266,652/1520,22/58,667/1548,7/30
"",(43.1),(16.7),(42.9),(41.1),(43),(41.4),(42.9),(37.9),(43.1),
"",,,,,,,,,,(23.3)
Smoking status,,,,,,,,,,
Never/unknown,1458/156,21/24,1368/1460,111/130,1232/1321,247/269,1426/1531,53/59,1453/1560,26/30
"",6 (93.1),(87.5),(93.7),(85.4),(93.3),(91.8),(93.1),(89.8),(93.1),(86.7)
Former/current,108/1566,3/24,92/1460,19/130,89/1321,22/269,105/1531,6/59,107/1560,4/30
"",(6.9),(12.5),(6.3),(14.6),(6.7),(8.2),(6.9),,(6.9),
"",,,,,,,,(10.2),,(13.3)
Symptoms,,,,,,,,,,
Fever,1331/151,20/23,1239/1412,112/124,1113/1273,238/263,1308/1482,43/54,1328/1507,23/29
"",3 (88),,(87.7),(90.3),(87.4),(90.5),(88.3),(79.6),(88.1),(79.3)
"",,(87.0),,,,,,,,
Conjunctival congestion,10/1325,0/20,9/1237,1/108,9/1120,1/225,10/1299,0/46,10/1320,0/25
"",(0.8),,(0.7),,(0.8),,(0.8),,(0.8),
"",,(0),,(0.9),,(0.4),,(0),,(0)
Nasal congestion,72/1281,1/18,66/1195,7/104,62/1079,11/220,67/1253,6/46,73/1275,0/24
"",(5.6),,(5.5),,(5.7),,(5.3),,(5.7),
"",,(5.6),,(6.7),,(5),,(13.0),,(0)
Headache,202/1309,3/19,187/1225,18/103,166/1106,39/222,197/1283,8/45,197/1303,8/25
"",(15.4),(15.8),(15.3),(17.5),(15),(17.6),(15.4),,(15.1),
"",,,,,,,,(17.8),,(32.0)
Dry cough,1038/147,14/24,972/1378,80/120,854/1238,198/260,1018/1442,34/56,1035/1469,17/29
"",4 (70.4),(58.3),(70.5),(66.7),(69),(76.2),(70.6),(60.7),(70.5),(58.6)
Pharyngodynia,189/1300,5/17,182/1219,12/98,165/1102,29/215,185/1272,9/45,192/1296,2/21
"",(14.5),(29.4),(14.9),(12.2),(15),(13.5),(14.5),,(14.8),
"",,,,,,,,(20),,(9.5)
Productive cough,502/1400,11/24,462/1309,51/115,403/1178,110/246,499/1373,14/51,504/1397,9/27
"",(35.9),(45.8),(35.3),(44.3),(34.2),(44.7),(36.3),(27.5),(36.1),
"",,,,,,,,,,(33.3)
Fatigue,573/1347,11/18,529/1257,55/108,488/1143,96/222,564/1318,20/47,574/1344,10/21
"",(42.5),(61.1),(42.1),(50.9),(42.7),(43.2),(42.8),(42.6),(42.7),(47.6)
Hemoptysis,15/1296,1/19,12/1214,4/101,12/1096,4/219,15/1268,1/47,16/1292,0/23
"",(1.2),,,,(1.1),,(1.2),,(1.2),
"",,(5.3),(1.0),(4.0),,(1.8),,(2.1),,(0)
Shortness of breath,316/1371,15/23,277/1279,54/115,223/1154,108/240,310/1342,21/52,319/1366,12/28
"",(23),(65.2),(21.7),,(19.3),(45),(23.1),(40.4),(23.4),(42.9)
"",,,,(47.0),,,,,,
Nausea/vomiting,77/1350,3/21,69/1264,11/107,55/1134,25/237,73/1321,7/50,79/1348,1/23
Headache,202/1309,3/19,187/1225,18/103,166/1106,39/222,197/1283,8/45,197/1303,8/25
"",(15.4),(15.8),(15.3),(17.5),(15),(17.6),(15.4),,(15.1),
"",,,,,,,,(17.8),,(32.0)
Dry cough,1038/147,14/24,972/1378,80/120,854/1238,198/260,1018/1442,34/56,1035/1469,17/29
"",4 (70.4),(58.3),(70.5),(66.7),(69),(76.2),(70.6),(60.7),(70.5),(58.6)
Pharyngodynia,189/1300,5/17,182/1219,12/98,165/1102,29/215,185/1272,9/45,192/1296,2/21
"",(14.5),(29.4),(14.9),(12.2),(15),(13.5),(14.5),,(14.8),
"",,,,,,,,(20),,(9.5)
Productive cough,502/1400,11/24,462/1309,51/115,403/1178,110/246,499/1373,14/51,504/1397,9/27
"",(35.9),(45.8),(35.3),(44.3),(34.2),(44.7),(36.3),(27.5),(36.1),
"",,,,,,,,,,(33.3)
Fatigue,573/1347,11/18,529/1257,55/108,488/1143,96/222,564/1318,20/47,574/1344,10/21
"",(42.5),(61.1),(42.1),(50.9),(42.7),(43.2),(42.8),(42.6),(42.7),(47.6)
Hemoptysis,15/1296,1/19,12/1214,4/101,12/1096,4/219,15/1268,1/47,16/1292,0/23
"",(1.2),,,,(1.1),,(1.2),,(1.2),
"",,(5.3),(1.0),(4.0),,(1.8),,(2.1),,(0)
Shortness of breath,316/1371,15/23,277/1279,54/115,223/1154,108/240,310/1342,21/52,319/1366,12/28
"",(23),(65.2),(21.7),,(19.3),(45),(23.1),(40.4),(23.4),(42.9)
"",,,,(47.0),,,,,,
Nausea/vomiting,77/1350,3/21,69/1264,11/107,55/1134,25/237,73/1321,7/50,79/1348,1/23
Headache,202/1309,3/19,187/1225,18/103,166/1106,39/222,197/1283,8/45,197/1303,8/25
"",(15.4),(15.8),(15.3),(17.5),(15),(17.6),(15.4),,(15.1),
"",,,,,,,,(17.8),,(32.0)
Dry cough,1038/147,14/24,972/1378,80/120,854/1238,198/260,1018/1442,34/56,1035/1469,17/29
"",4 (70.4),(58.3),(70.5),(66.7),(69),(76.2),(70.6),(60.7),(70.5),(58.6)
Pharyngodynia,189/1300,5/17,182/1219,12/98,165/1102,29/215,185/1272,9/45,192/1296,2/21
"",(14.5),(29.4),(14.9),(12.2),(15),(13.5),(14.5),,(14.8),
"",,,,,,,,(20),,(9.5)
Productive cough,502/1400,11/24,462/1309,51/115,403/1178,110/246,499/1373,14/51,504/1397,9/27
"",(35.9),(45.8),(35.3),(44.3),(34.2),(44.7),(36.3),(27.5),(36.1),
"",,,,,,,,,,(33.3)
Fatigue,573/1347,11/18,529/1257,55/108,488/1143,96/222,564/1318,20/47,574/1344,10/21
"",(42.5),(61.1),(42.1),(50.9),(42.7),(43.2),(42.8),(42.6),(42.7),(47.6)
Hemoptysis,15/1296,1/19,12/1214,4/101,12/1096,4/219,15/1268,1/47,16/1292,0/23
"",(1.2),,,,(1.1),,(1.2),,(1.2),
"",,(5.3),(1.0),(4.0),,(1.8),,(2.1),,(0)
Shortness of breath,316/1371,15/23,277/1279,54/115,223/1154,108/240,310/1342,21/52,319/1366,12/28
"",(23),(65.2),(21.7),,(19.3),(45),(23.1),(40.4),(23.4),(42.9)
"",,,,(47.0),,,,,,
Nausea/vomiting,77/1350,3/21,69/1264,11/107,55/1134,25/237,73/1321,7/50,79/1348,1/23
Headache,202/1309,3/19,187/1225,18/103,166/1106,39/222,197/1283,8/45,197/1303,8/25
"",(15.4),(15.8),(15.3),(17.5),(15),(17.6),(15.4),,(15.1),
"",,,,,,,,(17.8),,(32.0)
Dry cough,1038/147,14/24,972/1378,80/120,854/1238,198/260,1018/1442,34/56,1035/1469,17/29
"",4 (70.4),(58.3),(70.5),(66.7),(69),(76.2),(70.6),(60.7),(70.5),(58.6)
Pharyngodynia,189/1300,5/17,182/1219,12/98,165/1102,29/215,185/1272,9/45,192/1296,2/21
"",(14.5),(29.4),(14.9),(12.2),(15),(13.5),(14.5),,(14.8),
"",,,,,,,,(20),,(9.5)
Productive cough,502/1400,11/24,462/1309,51/115,403/1178,110/246,499/1373,14/51,504/1397,9/27
"",(35.9),(45.8),(35.3),(44.3),(34.2),(44.7),(36.3),(27.5),(36.1),
"",,,,,,,,,,(33.3)
Fatigue,573/1347,11/18,529/1257,55/108,488/1143,96/222,564/1318,20/47,574/1344,10/21
"",(42.5),(61.1),(42.1),(50.9),(42.7),(43.2),(42.8),(42.6),(42.7),(47.6)
Hemoptysis,15/1296,1/19,12/1214,4/101,12/1096,4/219,15/1268,1/47,16/1292,0/23
"",(1.2),,,,(1.1),,(1.2),,(1.2),
"",,(5.3),(1.0),(4.0),,(1.8),,(2.1),,(0)
Shortness of breath,316/1371,15/23,277/1279,54/115,223/1154,108/240,310/1342,21/52,319/1366,12/28
"",(23),(65.2),(21.7),,(19.3),(45),(23.1),(40.4),(23.4),(42.9)
"",,,,(47.0),,,,,,
Nausea/vomiting,77/1350,3/21,69/1264,11/107,55/1134,25/237,73/1321,7/50,79/1348,1/23
Headache,202/1309,3/19,187/1225,18/103,166/1106,39/222,197/1283,8/45,197/1303,8/25
"",(15.4),(15.8),(15.3),(17.5),(15),(17.6),(15.4),,(15.1),
"",,,,,,,,(17.8),,(32.0)
Dry cough,1038/147,14/24,972/1378,80/120,854/1238,198/260,1018/1442,34/56,1035/1469,17/29
"",4 (70.4),(58.3),(70.5),(66.7),(69),(76.2),(70.6),(60.7),(70.5),(58.6)
Pharyngodynia,189/1300,5/17,182/1219,12/98,165/1102,29/215,185/1272,9/45,192/1296,2/21
"",(14.5),(29.4),(14.9),(12.2),(15),(13.5),(14.5),,(14.8),
"",,,,,,,,(20),,(9.5)
Productive cough,502/1400,11/24,462/1309,51/115,403/1178,110/246,499/1373,14/51,504/1397,9/27
"",(35.9),(45.8),(35.3),(44.3),(34.2),(44.7),(36.3),(27.5),(36.1),
"",,,,,,,,,,(33.3)
Fatigue,573/1347,11/18,529/1257,55/108,488/1143,96/222,564/1318,20/47,574/1344,10/21
"",(42.5),(61.1),(42.1),(50.9),(42.7),(43.2),(42.8),(42.6),(42.7),(47.6)
Hemoptysis,15/1296,1/19,12/1214,4/101,12/1096,4/219,15/1268,1/47,16/1292,0/23
"",(1.2),,,,(1.1),,(1.2),,(1.2),
"",,(5.3),(1.0),(4.0),,(1.8),,(2.1),,(0)
Shortness of breath,316/1371,15/23,277/1279,54/115,223/1154,108/240,310/1342,21/52,319/1366,12/28
"",(23),(65.2),(21.7),,(19.3),(45),(23.1),(40.4),(23.4),(42.9)
"",,,,(47.0),,,,,,
Nausea/vomiting,77/1350,3/21,69/1264,11/107,55/1134,25/237,73/1321,7/50,79/1348,1/23
Headache,202/1309,3/19,187/1225,18/103,166/1106,39/222,197/1283,8/45,197/1303,8/25
"",(15.4),(15.8),(15.3),(17.5),(15),(17.6),(15.4),,(15.1),
"",,,,,,,,(17.8),,(32.0)
Dry cough,1038/147,14/24,972/1378,80/120,854/1238,198/260,1018/1442,34/56,1035/1469,17/29
"",4 (70.4),(58.3),(70.5),(66.7),(69),(76.2),(70.6),(60.7),(70.5),(58.6)
Pharyngodynia,189/1300,5/17,182/1219,12/98,165/1102,29/215,185/1272,9/45,192/1296,2/21
"",(14.5),(29.4),(14.9),(12.2),(15),(13.5),(14.5),,(14.8),
"",,,,,,,,(20),,(9.5)
Productive cough,502/1400,11/24,462/1309,51/115,403/1178,110/246,499/1373,14/51,504/1397,9/27
"",(35.9),(45.8),(35.3),(44.3),(34.2),(44.7),(36.3),(27.5),(36.1),
"",,,,,,,,,,(33.3)
Fatigue,573/1347,11/18,529/1257,55/108,488/1143,96/222,564/1318,20/47,574/1344,10/21
"",(42.5),(61.1),(42.1),(50.9),(42.7),(43.2),(42.8),(42.6),(42.7),(47.6)
Hemoptysis,15/1296,1/19,12/1214,4/101,12/1096,4/219,15/1268,1/47,16/1292,0/23
"",(1.2),,,,(1.1),,(1.2),,(1.2),
"",,(5.3),(1.0),(4.0),,(1.8),,(2.1),,(0)
Shortness of breath,316/1371,15/23,277/1279,54/115,223/1154,108/240,310/1342,21/52,319/1366,12/28
"",(23),(65.2),(21.7),,(19.3),(45),(23.1),(40.4),(23.4),(42.9)
"",,,,(47.0),,,,,,
Nausea/vomiting,77/1350,3/21,69/1264,11/107,55/1134,25/237,73/1321,7/50,79/1348,1/23
Headache,202/1309,3/19,187/1225,18/103,166/1106,39/222,197/1283,8/45,197/1303,8/25
"",(15.4),(15.8),(15.3),(17.5),(15),(17.6),(15.4),,(15.1),
"",,,,,,,,(17.8),,(32.0)
Dry cough,1038/147,14/24,972/1378,80/120,854/1238,198/260,1018/1442,34/56,1035/1469,17/29
"",4 (70.4),(58.3),(70.5),(66.7),(69),(76.2),(70.6),(60.7),(70.5),(58.6)
Pharyngodynia,189/1300,5/17,182/1219,12/98,165/1102,29/215,185/1272,9/45,192/1296,2/21
"",(14.5),(29.4),(14.9),(12.2),(15),(13.5),(14.5),,(14.8),
"",,,,,,,,(20),,(9.5)
Productive cough,502/1400,11/24,462/1309,51/115,403/1178,110/246,499/1373,14/51,504/1397,9/27
"",(35.9),(45.8),(35.3),(44.3),(34.2),(44.7),(36.3),(27.5),(36.1),
"",,,,,,,,,,(33.3)
Fatigue,573/1347,11/18,529/1257,55/108,488/1143,96/222,564/1318,20/47,574/1344,10/21
"",(42.5),(61.1),(42.1),(50.9),(42.7),(43.2),(42.8),(42.6),(42.7),(47.6)
Hemoptysis,15/1296,1/19,12/1214,4/101,12/1096,4/219,15/1268,1/47,16/1292,0/23
"",(1.2),,,,(1.1),,(1.2),,(1.2),
"",,(5.3),(1.0),(4.0),,(1.8),,(2.1),,(0)
Shortness of breath,316/1371,15/23,277/1279,54/115,223/1154,108/240,310/1342,21/52,319/1366,12/28
"",(23),(65.2),(21.7),,(19.3),(45),(23.1),(40.4),(23.4),(42.9)
"",,,,(47.0),,,,,,
Nausea/vomiting,77/1350,3/21,69/1264,11/107,55/1134,25/237,73/1321,7/50,79/1348,1/23
"",(5.7),(14.3),(5.5),(10.3),(4.9),(10.5),(5.5),(14.0),(5.9),(4.3)
Diarrhea,57/1338,0/21,48/1255,9/104,46/1129,11/230,53/1313,4/46,57/1336,0/23
"",(4.3),,(3.8),,(4.1),(4.8),,,(4.3),
"",,(0),,(8.7),,,(4.0),(8.7),,(0)
Myalgia/arthralgia,231/1320,3/18,218/1234,16/104,188/1112,46/226,227/1294,7/44,233/1317,1/21
"",(17.5),(16.7),(17.7),(15.4),(16.9),(20.4),(17.5),,(17.7),
"",,,,,,,,(15.9),,(4.8)
Chill,159/1313,4/20,151/1230,12/103,140/1111,23/222,161/1290,2/43,162/1310,1/23
"",(12.1),,(12.3),(11.7),(12.6),(10.4),(12.5),,(12.4),
"",,(20.0),,,,,,(4.7),,(4.3)
Signs,,,,,,,,,,
Throat congestion,21/1269,0/17,20/1189,1/97,18/1075,3/211,21/1245,0/41,21/1266,0/20
"",(1.7),,(1.7),,(1.7),,(1.7),,(1.7),
"",,(0),,(1),,(1.4),,(0),,(0)
Tonsil swelling,31/1355,0/21,28/1265,3/111,25/1133,6/243,29/1326,2/50,31/1348,0/28
"",(2.3),,(2.2),,(2.2),,(2.2),,(2.3),
"",,(0),,(2.7),,(2.5),,(4.0),,(0)
Enlargement of lymph nodes,2/1355,0/20,2/1267,0/108,2/1135,0/240,1/1325,1/50,2/1347,0/28
"",(0.1),,(0.2),,(0.2),,(0.1),,(0.1),
"",,(0),,(0),,(0),,(2.0),,(0)
"",(5.7),(14.3),(5.5),(10.3),(4.9),(10.5),(5.5),(14.0),(5.9),(4.3)
Diarrhea,57/1338,0/21,48/1255,9/104,46/1129,11/230,53/1313,4/46,57/1336,0/23
"",(4.3),,(3.8),,(4.1),(4.8),,,(4.3),
"",,(0),,(8.7),,,(4.0),(8.7),,(0)
Myalgia/arthralgia,231/1320,3/18,218/1234,16/104,188/1112,46/226,227/1294,7/44,233/1317,1/21
"",(17.5),(16.7),(17.7),(15.4),(16.9),(20.4),(17.5),,(17.7),
"",,,,,,,,(15.9),,(4.8)
Chill,159/1313,4/20,151/1230,12/103,140/1111,23/222,161/1290,2/43,162/1310,1/23
"",(12.1),,(12.3),(11.7),(12.6),(10.4),(12.5),,(12.4),
"",,(20.0),,,,,,(4.7),,(4.3)
Signs,,,,,,,,,,
Throat congestion,21/1269,0/17,20/1189,1/97,18/1075,3/211,21/1245,0/41,21/1266,0/20
"",(1.7),,(1.7),,(1.7),,(1.7),,(1.7),
"",,(0),,(1),,(1.4),,(0),,(0)
Tonsil swelling,31/1355,0/21,28/1265,3/111,25/1133,6/243,29/1326,2/50,31/1348,0/28
"",(2.3),,(2.2),,(2.2),,(2.2),,(2.3),
"",,(0),,(2.7),,(2.5),,(4.0),,(0)
Enlargement of lymph nodes,2/1355,0/20,2/1267,0/108,2/1135,0/240,1/1325,1/50,2/1347,0/28
"",(0.1),,(0.2),,(0.2),,(0.1),,(0.1),
"",,(0),,(0),,(0),,(2.0),,(0)
"",(5.7),(14.3),(5.5),(10.3),(4.9),(10.5),(5.5),(14.0),(5.9),(4.3)
Diarrhea,57/1338,0/21,48/1255,9/104,46/1129,11/230,53/1313,4/46,57/1336,0/23
"",(4.3),,(3.8),,(4.1),(4.8),,,(4.3),
"",,(0),,(8.7),,,(4.0),(8.7),,(0)
Myalgia/arthralgia,231/1320,3/18,218/1234,16/104,188/1112,46/226,227/1294,7/44,233/1317,1/21
"",(17.5),(16.7),(17.7),(15.4),(16.9),(20.4),(17.5),,(17.7),
"",,,,,,,,(15.9),,(4.8)
